checkpoint,group,episode,offset,frame_idx,goal_score_std
baseline,obtain_coverage,13,0.25,5300,0.001636186265386641
baseline,obtain_coverage,13,0.5,5400,0.013471740297973156
baseline,obtain_coverage,14,0.0,5600,0.012321616522967815
baseline,obtain_coverage,14,0.1,5640,0.014008661732077599
baseline,obtain_coverage,14,0.25,5700,0.011991281062364578
baseline,obtain_coverage,14,0.5,5800,0.015147866681218147
baseline,obtain_coverage,15,0.0,6000,0.01619787886738777
baseline,obtain_coverage,15,0.1,6040,0.006109206937253475
baseline,obtain_coverage,15,0.25,6100,0.01119171641767025
baseline,obtain_coverage,15,0.5,6200,0.005111251957714558
baseline,obtain_coverage,16,0.0,6400,0.006051975302398205
baseline,obtain_coverage,16,0.1,6440,0.010952706448733807
baseline,obtain_coverage,16,0.25,6500,0.016756432130932808
baseline,obtain_coverage,16,0.5,6600,0.04225311055779457
baseline,obtain_coverage,17,0.0,6800,0.003491578623652458
baseline,obtain_coverage,17,0.1,6840,0.0014507581945508718
baseline,obtain_coverage,17,0.25,6900,0.0019456333247944713
baseline,obtain_coverage,17,0.5,7000,0.010518204420804977
baseline,obtain_coverage,18,0.0,7200,0.008428229950368404
baseline,obtain_coverage,18,0.1,7240,0.023404177278280258
baseline,obtain_coverage,18,0.25,7300,0.022171402350068092
baseline,obtain_coverage,18,0.5,7400,0.010791701264679432
baseline,obtain_coverage,19,0.0,7600,0.02333805337548256
baseline,obtain_coverage,19,0.1,7640,0.006090890150517225
baseline,obtain_coverage,19,0.25,7700,0.01033519022166729
baseline,obtain_coverage,19,0.5,7800,0.010005566291511059
epoch1,treechop,5,0.0,11352,0.012217151001095772
epoch1,treechop,5,0.1,11553,6.715225026709959e-05
epoch1,treechop,5,0.25,11855,5.3341558668762445e-05
epoch1,treechop,5,0.5,12358,0.0001436829916201532
epoch1,treechop,7,0.0,15807,3.876679693348706e-05
epoch1,treechop,7,0.1,16008,0.00422934303060174
epoch1,treechop,7,0.25,16310,6.952012336114421e-05
epoch1,treechop,7,0.5,16813,6.307181320153177e-05
epoch1,treechop,12,0.0,26736,0.006033317651599646
epoch1,treechop,12,0.1,26980,0.00020416318147908896
epoch1,treechop,12,0.25,27345,7.182951958384365e-05
epoch1,treechop,12,0.5,27954,6.687143468298018e-05
epoch1,treechop,15,0.0,33352,0.015035747550427914
epoch1,treechop,15,0.1,33566,0.00015482136222999543
epoch1,treechop,15,0.25,33886,7.510492287110537e-05
epoch1,treechop,15,0.5,34421,0.003731227247044444
epoch1,treechop,16,0.0,35491,0.0044684140011668205
epoch1,treechop,16,0.1,35795,4.994444680050947e-05
epoch1,treechop,16,0.25,36250,0.0001076450789696537
epoch1,treechop,16,0.5,37009,0.000515613763127476
epoch1,treechop,18,0.0,42663,0.007163285277783871
epoch1,treechop,18,0.1,42919,7.077604823280126e-05
epoch1,treechop,18,0.25,43302,9.381042764289305e-05
epoch1,treechop,18,0.5,43941,0.00020743184722959995
epoch1,treechop,33,0.0,72013,0.005215571261942387
epoch1,treechop,33,0.1,72228,0.00010090144496643916
epoch1,treechop,33,0.25,72551,5.249245441518724e-05
epoch1,treechop,33,0.5,73089,0.00016240352124441415
epoch1,treechop,37,0.0,80473,0.007487350609153509
epoch1,treechop,37,0.1,80667,0.04502497985959053
epoch1,treechop,37,0.25,80959,0.000443156372057274
epoch1,treechop,37,0.5,81445,0.0009284028201363981
epoch1,treechop,45,0.0,98880,0.0002850815944839269
epoch1,treechop,45,0.1,99033,2.9171706046327017e-05
epoch1,treechop,45,0.25,99262,6.302165274973959e-05
epoch1,treechop,45,0.5,99644,8.186828927136958e-05
epoch1,treechop,52,0.0,110292,0.028236644342541695
epoch1,treechop,52,0.1,110460,0.0018796322401612997
epoch1,treechop,52,0.25,110712,0.01873580552637577
epoch1,treechop,52,0.5,111132,2.5496474336250685e-05
epoch1,treechop,55,0.0,115879,0.032384295016527176
epoch1,treechop,55,0.1,116032,0.0003720918612089008
epoch1,treechop,55,0.25,116261,0.0002594496763776988
epoch1,treechop,55,0.5,116643,0.00018240069039165974
epoch1,treechop,66,0.0,139059,0.015515340492129326
epoch1,treechop,66,0.1,139236,0.0005565331084653735
epoch1,treechop,66,0.25,139501,0.0010902658104896545
epoch1,treechop,66,0.5,139942,0.00012775642971973866
epoch1,treechop,71,0.0,148789,0.0070915790274739265
epoch1,treechop,71,0.1,149042,0.00011854420881718397
epoch1,treechop,71,0.25,149421,0.0001226064341608435
epoch1,treechop,71,0.5,150054,0.00014603123418055475
epoch1,treechop,75,0.0,159717,0.008544924668967724
epoch1,treechop,75,0.1,159995,0.0003579485637601465
epoch1,treechop,75,0.25,160411,0.0004023965448141098
epoch1,treechop,75,0.5,161105,5.157494160812348e-05
epoch1,treechop,80,0.0,173175,0.0
epoch1,treechop,80,0.1,173438,9.034520189743489e-05
epoch1,treechop,80,0.25,173833,9.368704195367172e-05
epoch1,treechop,80,0.5,174490,9.50876492424868e-05
epoch1,treechop,83,0.0,180856,0.005241497419774532
epoch1,treechop,83,0.1,181108,0.0001261314027942717
epoch1,treechop,83,0.25,181487,9.82712663244456e-05
epoch1,treechop,83,0.5,182118,0.0002152406523237005
epoch1,treechop,86,0.0,189843,0.0006786645390093327
epoch1,treechop,86,0.1,190092,0.0002969713823404163
epoch1,treechop,86,0.25,190467,7.684757292736322e-05
epoch1,treechop,86,0.5,191090,6.923430191818625e-05
epoch1,treechop,90,0.0,200566,0.009844420477747917
epoch1,treechop,90,0.1,200824,0.0003000627039000392
epoch1,treechop,90,0.25,201211,0.00015005636669229716
epoch1,treechop,90,0.5,201856,6.007518095429987e-05
epoch1,treechop,92,0.0,206034,0.005422514863312244
epoch1,treechop,92,0.1,206344,5.0706399633781984e-05
epoch1,treechop,92,0.25,206808,4.575803905026987e-05
epoch1,treechop,92,0.5,207582,7.794867997290567e-05
epoch1,treechop,96,0.0,214618,0.01216505840420723
epoch1,treechop,96,0.1,214816,0.00631696917116642
epoch1,treechop,96,0.25,215114,0.00014897268556524068
epoch1,treechop,96,0.5,215610,0.030884448438882828
epoch1,treechop,116,0.0,259771,0.034666966646909714
epoch1,treechop,116,0.1,259931,0.04354735091328621
epoch1,treechop,116,0.25,260172,0.00026323870406486094
epoch1,treechop,116,0.5,260573,6.438952550524846e-05
epoch1,treechop,118,0.0,263031,1.7914486306835897e-05
epoch1,treechop,118,0.1,263169,0.00023410747235175222
epoch1,treechop,118,0.25,263375,9.546350338496268e-05
epoch1,treechop,118,0.5,263720,0.03165862709283829
epoch1,treechop,122,0.0,269372,0.0
epoch1,treechop,122,0.1,269551,0.00037469121161848307
epoch1,treechop,122,0.25,269818,5.7049590395763516e-05
epoch1,treechop,122,0.5,270265,6.0855822084704414e-05
epoch1,treechop,124,0.0,273100,7.034156510599132e-07
epoch1,treechop,124,0.1,273257,0.0003711835015565157
epoch1,treechop,124,0.25,273493,0.0002848017029464245
epoch1,treechop,124,0.5,273886,0.00029324545175768435
epoch1,treechop,125,0.0,274673,0.015702348202466965
epoch1,treechop,125,0.1,274823,0.00013038251199759543
epoch1,treechop,125,0.25,275049,8.373864693567157e-05
epoch1,treechop,125,0.5,275425,0.00085988495266065
epoch1,treechop,134,0.0,289660,1.1113974096588208e-06
epoch1,treechop,134,0.1,289843,0.0004114893963560462
epoch1,treechop,134,0.25,290117,6.73953618388623e-05
epoch1,treechop,134,0.5,290574,0.016819512471556664
epoch1,treechop,135,0.0,291490,0.0018745089182630181
epoch1,treechop,135,0.1,291679,0.00014149733760859817
epoch1,treechop,135,0.25,291962,0.007853865623474121
epoch1,treechop,135,0.5,292434,0.0038381305057555437
epoch1,treechop,138,0.0,296663,0.016967086121439934
epoch1,treechop,138,0.1,296858,0.0009559505269862711
epoch1,treechop,138,0.25,297150,0.0007316553965210915
epoch1,treechop,138,0.5,297637,0.02557257004082203
epoch1,treechop,145,0.0,311140,7.20247917342931e-05
epoch1,treechop,145,0.1,311307,2.2085063392296433e-05
epoch1,treechop,145,0.25,311557,7.380184979410842e-05
epoch1,treechop,145,0.5,311974,0.00019162337412126362
epoch1,treechop,149,0.0,323333,0.007843195460736752
epoch1,treechop,149,0.1,323572,0.001647124532610178
epoch1,treechop,149,0.25,323930,0.000209127101697959
epoch1,treechop,149,0.5,324527,9.597924508852884e-05
epoch1,treechop,154,0.0,333986,0.0006031483062542975
epoch1,treechop,154,0.1,334138,0.0004319544823374599
epoch1,treechop,154,0.25,334366,0.00014965099398978055
epoch1,treechop,154,0.5,334745,0.00048078186227940023
epoch1,treechop,156,0.0,337454,0.008810237981379032
epoch1,treechop,156,0.1,337649,0.00011543989967321977
epoch1,treechop,156,0.25,337942,0.0001228249748237431
epoch1,treechop,156,0.5,338429,0.0002590129151940346
epoch1,treechop,158,0.0,341211,0.0071989307180047035
epoch1,treechop,158,0.1,341562,0.0003003142774105072
epoch1,treechop,158,0.25,342088,0.000301507709082216
epoch1,treechop,158,0.5,342965,0.00018982905021402985
epoch1,treechop,170,0.0,364588,0.01808769255876541
epoch1,treechop,170,0.1,364739,0.011158564127981663
epoch1,treechop,170,0.25,364966,0.006033743731677532
epoch1,treechop,170,0.5,365344,0.12689045071601868
epoch1,treechop,176,0.0,375082,0.005870237480849028
epoch1,treechop,176,0.1,375305,0.00029290010570548475
epoch1,treechop,176,0.25,375639,0.00041615639929659665
epoch1,treechop,176,0.5,376196,9.820090053835884e-05
epoch1,treechop,185,0.0,393144,0.008517658337950706
epoch1,treechop,185,0.1,393300,0.00023293704725801945
epoch1,treechop,185,0.25,393535,6.921569001860917e-05
epoch1,treechop,185,0.5,393926,0.0005061017000116408
epoch1,treechop,187,0.0,396784,3.953023042413406e-05
epoch1,treechop,187,0.1,397110,0.00014403005479834974
epoch1,treechop,187,0.25,397598,0.00024221104104071856
epoch1,treechop,187,0.5,398412,0.0017435704357922077
epoch1,treechop,188,0.0,400041,0.008802077732980251
epoch1,treechop,188,0.1,400420,0.0017539284890517592
epoch1,treechop,188,0.25,400987,0.002059787977486849
epoch1,treechop,188,0.5,401934,0.00014613158418796957
epoch1,treechop,190,0.0,405912,0.008147461339831352
epoch1,treechop,190,0.1,406123,0.00016812796820886433
epoch1,treechop,190,0.25,406440,8.079418330453336e-05
epoch1,treechop,190,0.5,406969,7.79888141551055e-05
epoch1,treechop,194,0.0,415139,0.0047294991090893745
epoch1,treechop,194,0.1,415344,0.0009996084263548255
epoch1,treechop,194,0.25,415651,6.915496487636119e-05
epoch1,treechop,194,0.5,416163,0.000184846663614735
epoch1,obtain_spawn,ep001_1784633250670,0.0,0,0.08240377902984619
epoch1,obtain_spawn,ep001_1784633396270,0.0,0,0.00980265624821186
epoch1,obtain_spawn,ep001_1784633525602,0.0,0,0.008383275009691715
epoch1,obtain_spawn,ep001_1784647041967,0.0,0,0.0012633369769901037
epoch1,obtain_spawn,ep001_1784647176868,0.0,0,0.0028855022974312305
epoch1,obtain_spawn,ep001_1784647301681,0.0,0,0.040878795087337494
epoch1,obtain_spawn,ep001_1784647444573,0.0,0,0.01867680996656418
epoch1,obtain_spawn,ep001_1784647592008,0.0,0,0.0020711016841232777
epoch1,obtain_spawn,ep001_1784647708743,0.0,0,0.00034700639662332833
epoch1,obtain_spawn,ep001_1784647828624,0.0,0,0.0022654205095022917
epoch1,obtain_spawn,ep001_1784647943879,0.0,0,0.007342612370848656
epoch1,obtain_coverage,0,0.0,0,0.0005674417479895055
epoch1,obtain_coverage,0,0.1,40,0.02274099923670292
epoch1,obtain_coverage,0,0.25,100,0.003747119102627039
epoch1,obtain_coverage,0,0.5,200,0.0019128307467326522
epoch1,obtain_coverage,1,0.0,400,0.012076827697455883
epoch1,obtain_coverage,1,0.1,440,0.010911229066550732
epoch1,obtain_coverage,1,0.25,500,0.00085641402984038
epoch1,obtain_coverage,1,0.5,600,9.071207750821486e-05
epoch1,obtain_coverage,2,0.0,800,0.003755918238312006
epoch1,obtain_coverage,2,0.1,840,0.0010836207075044513
epoch1,obtain_coverage,2,0.25,900,0.011386263184249401
epoch1,obtain_coverage,2,0.5,1000,0.008199628442525864
epoch1,obtain_coverage,3,0.0,1200,0.004084071144461632
epoch1,obtain_coverage,3,0.1,1240,0.0030839203391224146
epoch1,obtain_coverage,3,0.25,1300,0.0055755069479346275
epoch1,obtain_coverage,3,0.5,1400,0.000726512458641082
epoch1,obtain_coverage,4,0.0,1600,0.08487819880247116
epoch1,obtain_coverage,4,0.1,1640,0.0009968982776626945
epoch1,obtain_coverage,4,0.25,1700,0.010422424413263798
epoch1,obtain_coverage,4,0.5,1800,0.0030356005299836397
epoch1,obtain_coverage,5,0.0,2000,0.013907785527408123
epoch1,obtain_coverage,5,0.1,2040,0.00039731990545988083
epoch1,obtain_coverage,5,0.25,2100,0.0004230376798659563
epoch1,obtain_coverage,5,0.5,2200,0.0034243729896843433
epoch1,obtain_coverage,6,0.0,2400,0.026984216645359993
epoch1,obtain_coverage,6,0.1,2440,0.003674281993880868
epoch1,obtain_coverage,6,0.25,2500,0.01632903888821602
epoch1,obtain_coverage,6,0.5,2600,2.274166763527319e-05
epoch1,obtain_coverage,7,0.0,2800,0.0006236166227608919
epoch1,obtain_coverage,7,0.1,2840,0.0015932860551401973
epoch1,obtain_coverage,7,0.25,2900,0.07512379437685013
epoch1,obtain_coverage,7,0.5,3000,0.010021638125181198
epoch1,obtain_coverage,8,0.0,3200,0.007951516658067703
epoch1,obtain_coverage,8,0.1,3240,0.0001830378023441881
epoch1,obtain_coverage,8,0.25,3300,0.006073482800275087
epoch1,obtain_coverage,8,0.5,3400,0.0031283083371818066
epoch1,obtain_coverage,9,0.0,3600,0.009585859254002571
epoch1,obtain_coverage,9,0.1,3640,0.00899453554302454
epoch1,obtain_coverage,9,0.25,3700,0.0013153946492820978
epoch1,obtain_coverage,9,0.5,3800,0.00021735690825153142
epoch1,obtain_coverage,10,0.0,4000,0.0008750783163122833
epoch1,obtain_coverage,10,0.1,4040,0.002210874343290925
epoch1,obtain_coverage,10,0.25,4100,0.002542986301705241
epoch1,obtain_coverage,10,0.5,4200,0.0011642061872407794
epoch1,obtain_coverage,11,0.0,4400,0.00040937174344435334
epoch1,obtain_coverage,11,0.1,4440,0.018891772255301476
epoch1,obtain_coverage,11,0.25,4500,0.04319539666175842
epoch1,obtain_coverage,11,0.5,4600,0.009000145830214024
epoch1,obtain_coverage,12,0.0,4800,0.00017362175276502967
epoch1,obtain_coverage,12,0.1,4840,0.0003442951128818095
epoch1,obtain_coverage,12,0.25,4900,0.00012706905545201153
epoch1,obtain_coverage,12,0.5,5000,7.208650640677661e-05
epoch1,obtain_coverage,13,0.0,5200,0.01001564972102642
epoch1,obtain_coverage,13,0.1,5240,0.015804726630449295
epoch1,obtain_coverage,13,0.25,5300,0.0018169692484661937
epoch1,obtain_coverage,13,0.5,5400,0.00996656995266676
epoch1,obtain_coverage,14,0.0,5600,0.0010052791330963373
epoch1,obtain_coverage,14,0.1,5640,0.0015536989085376263
epoch1,obtain_coverage,14,0.25,5700,0.002515421248972416
epoch1,obtain_coverage,14,0.5,5800,0.0020752763375639915
epoch1,obtain_coverage,15,0.0,6000,0.016533177345991135
epoch1,obtain_coverage,15,0.1,6040,6.971331458771601e-05
epoch1,obtain_coverage,15,0.25,6100,0.00018314996850676835
epoch1,obtain_coverage,15,0.5,6200,5.8511144743533805e-05
