group,episode,offset,frame_idx,goal_score_std,score_range
treechop,134,0.5,290574,0.00218527,0.01150513
treechop,135,0.0,291490,0.00921970,0.04462409
treechop,135,0.1,291679,0.00776960,0.04514337
treechop,135,0.25,291962,0.00099981,0.00442052
treechop,135,0.5,292434,0.00307559,0.01461673
treechop,138,0.0,296663,0.00124665,0.00692701
treechop,138,0.1,296858,0.00671828,0.03154492
treechop,138,0.25,297150,0.00800154,0.04530692
treechop,138,0.5,297637,0.00189462,0.00848722
treechop,145,0.0,311140,0.02155437,0.10890269
treechop,145,0.1,311307,0.01242112,0.06924534
treechop,145,0.25,311557,0.00027905,0.00191790
treechop,145,0.5,311974,0.00727541,0.03835988
treechop,149,0.0,323333,0.01203219,0.06512284
treechop,149,0.1,323572,0.00324705,0.01795340
treechop,149,0.25,323930,0.00323829,0.01861238
treechop,149,0.5,324527,0.00201485,0.01301551
treechop,154,0.0,333986,0.03484291,0.19799209
treechop,154,0.1,334138,0.00496880,0.02829432
treechop,154,0.25,334366,0.00447573,0.02744102
treechop,154,0.5,334745,0.00186271,0.01082873
treechop,156,0.0,337454,0.00298409,0.01491618
treechop,156,0.1,337649,0.01777810,0.09401178
treechop,156,0.25,337942,0.00170512,0.00929713
treechop,156,0.5,338429,0.00284694,0.02015114
treechop,158,0.0,341211,0.00647266,0.03840160
treechop,158,0.1,341562,0.02157366,0.10165381
treechop,158,0.25,342088,0.00859367,0.04352164
treechop,158,0.5,342965,0.00227133,0.01149321
treechop,170,0.0,364588,0.00803866,0.04359889
treechop,170,0.1,364739,0.00487670,0.03087974
treechop,170,0.25,364966,0.00297208,0.01235843
treechop,170,0.5,365344,0.00291769,0.01237869
treechop,176,0.0,375082,0.02185744,0.11069489
treechop,176,0.1,375305,0.00254822,0.01640701
treechop,176,0.25,375639,0.00535504,0.03182316
treechop,176,0.5,376196,0.00248825,0.01459122
treechop,185,0.0,393144,0.02240528,0.11550403
treechop,185,0.1,393300,0.00274272,0.01616478
treechop,185,0.25,393535,0.00127496,0.00782990
treechop,185,0.5,393926,0.00113574,0.00479436
treechop,187,0.0,396784,0.02017556,0.10643125
treechop,187,0.1,397110,0.00525937,0.02379513
treechop,187,0.25,397598,0.00860556,0.04592776
treechop,187,0.5,398412,0.00977968,0.05500555
treechop,188,0.0,400041,0.01783023,0.08733940
treechop,188,0.1,400420,0.00276582,0.01420093
treechop,188,0.25,400987,0.01095340,0.05506563
treechop,188,0.5,401934,0.00295091,0.01522708
treechop,190,0.0,405912,0.01975818,0.11821055
treechop,190,0.1,406123,0.00991787,0.05084538
treechop,190,0.25,406440,0.00281017,0.01870728
treechop,190,0.5,406969,0.00471914,0.02480364
treechop,194,0.0,415139,0.02294048,0.11009359
treechop,194,0.1,415344,0.00429199,0.01776886
treechop,194,0.25,415651,0.00581130,0.03511024
treechop,194,0.5,416163,0.00276318,0.02040052
obtain_spawn,ep001_1784633250670,0.0,0,0.00164761,0.01403260
obtain_spawn,ep001_1784633396270,0.0,0,0.01640341,0.09660649
obtain_spawn,ep001_1784633525602,0.0,0,0.01899853,0.09084940
obtain_spawn,ep001_1784647041967,0.0,0,0.01301269,0.07227135
obtain_spawn,ep001_1784647176868,0.0,0,0.00600841,0.03765607
obtain_spawn,ep001_1784647301681,0.0,0,0.00669398,0.04131675
obtain_spawn,ep001_1784647444573,0.0,0,0.01794109,0.09385157
obtain_spawn,ep001_1784647592008,0.0,0,0.00686285,0.03670740
obtain_spawn,ep001_1784647708743,0.0,0,0.00571859,0.03786016
obtain_spawn,ep001_1784647828624,0.0,0,0.00977338,0.06154919
obtain_spawn,ep001_1784647943879,0.0,0,0.01630267,0.09968591
obtain_coverage,0,0.0,0,0.00301150,0.01601815
obtain_coverage,0,0.1,40,0.00473237,0.02297258
obtain_coverage,0,0.25,100,0.00118413,0.00769734
obtain_coverage,0,0.5,200,0.01352678,0.08221245
obtain_coverage,1,0.0,400,0.01763322,0.09086657
obtain_coverage,1,0.1,440,0.00234883,0.02213001
obtain_coverage,1,0.25,500,0.00305211,0.02055120
obtain_coverage,1,0.5,600,0.01258224,0.09199643
obtain_coverage,2,0.0,800,0.00641304,0.03659868
obtain_coverage,2,0.1,840,0.01132735,0.05902195
obtain_coverage,2,0.25,900,0.01682371,0.09571457
obtain_coverage,2,0.5,1000,0.01438553,0.09547973
obtain_coverage,3,0.0,1200,0.02647041,0.13504577
obtain_coverage,3,0.1,1240,0.00907611,0.04688072
obtain_coverage,3,0.25,1300,0.00256496,0.02039242
obtain_coverage,3,0.5,1400,0.00445009,0.02930140
obtain_coverage,4,0.0,1600,0.00137550,0.00860023
obtain_coverage,4,0.1,1640,0.00390257,0.01976180
obtain_coverage,4,0.25,1700,0.00054831,0.00352073
obtain_coverage,4,0.5,1800,0.00187428,0.00975323
obtain_coverage,5,0.0,2000,0.01459699,0.07523656
obtain_coverage,5,0.1,2040,0.00353962,0.02537918
obtain_coverage,5,0.25,2100,0.00376203,0.02763724
obtain_coverage,5,0.5,2200,0.01212848,0.07078838
obtain_coverage,6,0.0,2400,0.00284314,0.02658534
obtain_coverage,6,0.1,2440,0.00155117,0.01014566
obtain_coverage,6,0.25,2500,0.00111090,0.00636983
obtain_coverage,6,0.5,2600,0.00761543,0.06708455
obtain_coverage,7,0.0,2800,0.00975107,0.04728341
obtain_coverage,7,0.1,2840,0.00501496,0.02855062
obtain_coverage,7,0.25,2900,0.00447197,0.02146721
obtain_coverage,7,0.5,3000,0.01197135,0.06543541
obtain_coverage,8,0.0,3200,0.01410301,0.06341195
obtain_coverage,8,0.1,3240,0.00233537,0.01827335
obtain_coverage,8,0.25,3300,0.00134866,0.01021647
obtain_coverage,8,0.5,3400,0.00205037,0.01752615
obtain_coverage,9,0.0,3600,0.00896927,0.05726302
obtain_coverage,9,0.1,3640,0.00482241,0.02965832
obtain_coverage,9,0.25,3700,0.00396820,0.02892232
obtain_coverage,9,0.5,3800,0.00696100,0.04176402
obtain_coverage,10,0.0,4000,0.00232693,0.01061153
obtain_coverage,10,0.1,4040,0.00821905,0.05460548
obtain_coverage,10,0.25,4100,0.00432239,0.02339268
obtain_coverage,10,0.5,4200,0.00477816,0.02807546
obtain_coverage,11,0.0,4400,0.00334990,0.02913308
obtain_coverage,11,0.1,4440,0.00207666,0.01279116
obtain_coverage,11,0.25,4500,0.00477277,0.02997017
obtain_coverage,11,0.5,4600,0.00290889,0.01331902
obtain_coverage,12,0.0,4800,0.01012487,0.04792690
obtain_coverage,12,0.1,4840,0.00353365,0.02387929
obtain_coverage,12,0.25,4900,0.00429949,0.02695537
obtain_coverage,12,0.5,5000,0.00726781,0.05074883
obtain_coverage,13,0.0,5200,0.00795573,0.04867792
obtain_coverage,13,0.1,5240,0.00541717,0.02877998
obtain_coverage,13,0.25,5300,0.00163619,0.00995350
obtain_coverage,13,0.5,5400,0.01347174,0.08456159
obtain_coverage,14,0.0,5600,0.01232162,0.05632257
obtain_coverage,14,0.1,5640,0.01400866,0.06464434
obtain_coverage,14,0.25,5700,0.01199128,0.06843662
obtain_coverage,14,0.5,5800,0.01514787,0.07193947
obtain_coverage,15,0.0,6000,0.01619788,0.07697511
obtain_coverage,15,0.1,6040,0.00610921,0.03419042
obtain_coverage,15,0.25,6100,0.01119172,0.07081485
obtain_coverage,15,0.5,6200,0.00511125,0.03942108
obtain_coverage,16,0.0,6400,0.00605198,0.03961086
obtain_coverage,16,0.1,6440,0.01095271,0.05536985
obtain_coverage,16,0.25,6500,0.01675643,0.08536553
obtain_coverage,16,0.5,6600,0.04225311,0.22777772
obtain_coverage,17,0.0,6800,0.00349158,0.02836084
obtain_coverage,17,0.1,6840,0.00145076,0.01005936
obtain_coverage,17,0.25,6900,0.00194563,0.01213646
obtain_coverage,17,0.5,7000,0.01051820,0.07314277
obtain_coverage,18,0.0,7200,0.00842823,0.06573749
obtain_coverage,18,0.1,7240,0.02340418,0.10432577
obtain_coverage,18,0.25,7300,0.02217140,0.11700940
obtain_coverage,18,0.5,7400,0.01079170,0.06519985
obtain_coverage,19,0.0,7600,0.02333805,0.11371279
obtain_coverage,19,0.1,7640,0.00609089,0.05386329
obtain_coverage,19,0.25,7700,0.01033519,0.05693078
obtain_coverage,19,0.5,7800,0.01000557,0.04864860
