group,episode,offset,frame_idx,goal_score_std,score_range
obtain_coverage,0,0.5,200,0.00028860,0.00146985
obtain_coverage,1,0.0,400,0.00187199,0.01143980
obtain_coverage,1,0.1,440,0.00118822,0.00790501
obtain_coverage,1,0.25,500,0.00081298,0.00438857
obtain_coverage,1,0.5,600,0.00554076,0.03181577
obtain_coverage,2,0.0,800,0.02172254,0.10634232
obtain_coverage,2,0.1,840,0.00343230,0.01764154
obtain_coverage,2,0.25,900,0.00441526,0.02316236
obtain_coverage,2,0.5,1000,0.00180131,0.00993800
obtain_coverage,3,0.0,1200,0.02138201,0.10754728
obtain_coverage,3,0.1,1240,0.00178718,0.01173973
obtain_coverage,3,0.25,1300,0.00350468,0.01547265
obtain_coverage,3,0.5,1400,0.00000000,0.00000000
obtain_coverage,4,0.0,1600,0.01049065,0.04906678
obtain_coverage,4,0.1,1640,0.00221676,0.01043725
obtain_coverage,4,0.25,1700,0.00046753,0.00208211
obtain_coverage,4,0.5,1800,0.00202656,0.01080108
obtain_coverage,5,0.0,2000,0.00266696,0.01301622
obtain_coverage,5,0.1,2040,0.00098108,0.00535178
obtain_coverage,5,0.25,2100,0.00096343,0.00649571
obtain_coverage,5,0.5,2200,0.01231901,0.06863999
obtain_coverage,6,0.0,2400,0.00321628,0.01898026
obtain_coverage,6,0.1,2440,0.00957080,0.05195928
obtain_coverage,6,0.25,2500,0.01313098,0.07013226
obtain_coverage,6,0.5,2600,0.00512329,0.03784132
obtain_coverage,7,0.0,2800,0.00332920,0.01588106
obtain_coverage,7,0.1,2840,0.00203709,0.00987124
obtain_coverage,7,0.25,2900,0.00396789,0.02055240
obtain_coverage,7,0.5,3000,0.00617222,0.03889561
obtain_coverage,8,0.0,3200,0.00139179,0.00599575
obtain_coverage,8,0.1,3240,0.00288028,0.01573706
obtain_coverage,8,0.25,3300,0.00568083,0.03702092
obtain_coverage,8,0.5,3400,0.00359904,0.02208090
obtain_coverage,9,0.0,3600,0.01298553,0.07231665
obtain_coverage,9,0.1,3640,0.00743929,0.04353404
obtain_coverage,9,0.25,3700,0.00107710,0.00424218
obtain_coverage,9,0.5,3800,0.00416246,0.02274370
obtain_coverage,10,0.0,4000,0.00502234,0.02428079
obtain_coverage,10,0.1,4040,0.00655460,0.03453183
obtain_coverage,10,0.25,4100,0.00568024,0.03694987
obtain_coverage,10,0.5,4200,0.00492553,0.02336526
obtain_coverage,11,0.0,4400,0.00110240,0.00660253
obtain_coverage,11,0.1,4440,0.00754574,0.05482960
obtain_coverage,11,0.25,4500,0.00809345,0.05068040
obtain_coverage,11,0.5,4600,0.00255971,0.01676106
obtain_coverage,12,0.0,4800,0.00418020,0.02513957
obtain_coverage,12,0.1,4840,0.00436745,0.03210688
obtain_coverage,12,0.25,4900,0.00213493,0.01198459
obtain_coverage,12,0.5,5000,0.00540502,0.02570653
obtain_coverage,13,0.0,5200,0.00223894,0.01335597
obtain_coverage,13,0.1,5240,0.00327567,0.02055836
obtain_coverage,13,0.25,5300,0.00138476,0.00805712
obtain_coverage,13,0.5,5400,0.00263319,0.01826262
obtain_coverage,14,0.0,5600,0.02932318,0.19559407
obtain_coverage,14,0.1,5640,0.02864643,0.18443108
obtain_coverage,14,0.25,5700,0.02318027,0.18306708
obtain_coverage,14,0.5,5800,0.00875107,0.06587219
obtain_coverage,15,0.0,6000,0.00580755,0.02717066
obtain_coverage,15,0.1,6040,0.00502552,0.03315163
obtain_coverage,15,0.25,6100,0.00285156,0.02191091
obtain_coverage,15,0.5,6200,0.00401664,0.02319527
obtain_coverage,16,0.0,6400,0.01059260,0.07530403
obtain_coverage,16,0.1,6440,0.00588826,0.03080201
obtain_coverage,16,0.25,6500,0.00567425,0.03257012
obtain_coverage,16,0.5,6600,0.00709048,0.04083204
obtain_coverage,17,0.0,6800,0.00385805,0.02452230
obtain_coverage,17,0.1,6840,0.00234476,0.01386929
obtain_coverage,17,0.25,6900,0.00183828,0.01326656
obtain_coverage,17,0.5,7000,0.00887977,0.04880548
obtain_coverage,18,0.0,7200,0.00267133,0.01605487
obtain_coverage,18,0.1,7240,0.00360857,0.01656938
obtain_coverage,18,0.25,7300,0.00642190,0.03846622
obtain_coverage,18,0.5,7400,0.00826952,0.04384613
obtain_coverage,19,0.0,7600,0.04413424,0.24361062
obtain_coverage,19,0.1,7640,0.00433347,0.03200102
obtain_coverage,19,0.25,7700,0.00430277,0.02502918
obtain_coverage,19,0.5,7800,0.00701030,0.04948139
