group,episode,offset,frame_idx,goal_score_std,score_range
treechop,116,0.5,260573,0.00077630,0.00475061
treechop,118,0.0,263031,0.00188262,0.01064873
treechop,118,0.1,263169,0.00242812,0.01569843
treechop,118,0.25,263375,0.00247352,0.01263332
treechop,118,0.5,263720,0.00490350,0.02338958
treechop,122,0.0,269372,0.00655102,0.04995394
treechop,122,0.1,269551,0.00417589,0.02218819
treechop,122,0.25,269818,0.00249748,0.01664400
treechop,122,0.5,270265,0.00046269,0.00271583
treechop,124,0.0,273100,0.00615118,0.03610086
treechop,124,0.1,273257,0.00636112,0.03668666
treechop,124,0.25,273493,0.00807265,0.04895639
treechop,124,0.5,273886,0.00936241,0.05441093
treechop,125,0.0,274673,0.01580138,0.09604669
treechop,125,0.1,274823,0.01145120,0.05988812
treechop,125,0.25,275049,0.00261766,0.01921844
treechop,125,0.5,275425,0.00622492,0.03500509
treechop,134,0.0,289660,0.00927717,0.05543137
treechop,134,0.1,289843,0.00726679,0.04158854
treechop,134,0.25,290117,0.00088326,0.00384855
treechop,134,0.5,290574,0.00332475,0.01790285
treechop,135,0.0,291490,0.00356205,0.01855111
treechop,135,0.1,291679,0.00965354,0.05564702
treechop,135,0.25,291962,0.00755998,0.03985763
treechop,135,0.5,292434,0.00554443,0.02737975
treechop,138,0.0,296663,0.01220436,0.05883336
treechop,138,0.1,296858,0.00965006,0.06082010
treechop,138,0.25,297150,0.01635551,0.07864690
treechop,138,0.5,297637,0.00775381,0.03985262
treechop,145,0.0,311140,0.02082534,0.12131786
treechop,145,0.1,311307,0.01016944,0.05070448
treechop,145,0.25,311557,0.00118974,0.00764096
treechop,145,0.5,311974,0.02118472,0.14997745
treechop,149,0.0,323333,0.02044708,0.09741879
treechop,149,0.1,323572,0.00913153,0.05759931
treechop,149,0.25,323930,0.00240514,0.01151967
treechop,149,0.5,324527,0.00269949,0.01458502
treechop,154,0.0,333986,0.00702365,0.04431367
treechop,154,0.1,334138,0.01383031,0.07580209
treechop,154,0.25,334366,0.00227904,0.01390076
treechop,154,0.5,334745,0.00277071,0.01617122
treechop,156,0.0,337454,0.01537734,0.09186578
treechop,156,0.1,337649,0.02904513,0.14650369
treechop,156,0.25,337942,0.00341018,0.01829934
treechop,156,0.5,338429,0.00200585,0.01605201
treechop,158,0.0,341211,0.01036241,0.05140781
treechop,158,0.1,341562,0.02553589,0.13534689
treechop,158,0.25,342088,0.01848081,0.09191823
treechop,158,0.5,342965,0.00147655,0.00709033
treechop,170,0.0,364588,0.01224624,0.06602883
treechop,170,0.1,364739,0.00781023,0.05617023
treechop,170,0.25,364966,0.00248812,0.01072502
treechop,170,0.5,365344,0.00578762,0.02802539
treechop,176,0.0,375082,0.02512493,0.16002846
treechop,176,0.1,375305,0.00426494,0.02304912
treechop,176,0.25,375639,0.00649572,0.03119063
treechop,176,0.5,376196,0.00779412,0.03668737
treechop,185,0.0,393144,0.02398804,0.15784502
treechop,185,0.1,393300,0.00217672,0.01088667
treechop,185,0.25,393535,0.00058724,0.00337481
treechop,185,0.5,393926,0.00111748,0.00523114
treechop,187,0.0,396784,0.02523681,0.17698312
treechop,187,0.1,397110,0.00536346,0.02766681
treechop,187,0.25,397598,0.01075518,0.05408359
treechop,187,0.5,398412,0.01733116,0.07570910
treechop,188,0.0,400041,0.02049917,0.09798789
treechop,188,0.1,400420,0.00621986,0.03596044
treechop,188,0.25,400987,0.00983342,0.04763341
treechop,188,0.5,401934,0.00268759,0.02178955
treechop,190,0.0,405912,0.02730418,0.17609334
treechop,190,0.1,406123,0.01529535,0.06934404
treechop,190,0.25,406440,0.00937447,0.05517888
treechop,190,0.5,406969,0.00479284,0.03128481
treechop,194,0.0,415139,0.02546983,0.14295626
treechop,194,0.1,415344,0.00363955,0.01545286
treechop,194,0.25,415651,0.00485225,0.03329039
treechop,194,0.5,416163,0.00572936,0.04303503
obtain_spawn,ep001_1784633250670,0.0,0,0.00248833,0.01770163
obtain_spawn,ep001_1784633396270,0.0,0,0.00200066,0.00926304
obtain_spawn,ep001_1784633525602,0.0,0,0.00195930,0.01103497
obtain_spawn,ep001_1784647041967,0.0,0,0.00098545,0.00549436
obtain_spawn,ep001_1784647176868,0.0,0,0.00346184,0.02418494
obtain_spawn,ep001_1784647301681,0.0,0,0.00784940,0.05264568
obtain_spawn,ep001_1784647444573,0.0,0,0.00154126,0.00991035
obtain_spawn,ep001_1784647592008,0.0,0,0.02523356,0.14469910
obtain_spawn,ep001_1784647708743,0.0,0,0.00268033,0.01362395
obtain_spawn,ep001_1784647828624,0.0,0,0.00557940,0.03952146
obtain_spawn,ep001_1784647943879,0.0,0,0.00305005,0.01841116
obtain_coverage,0,0.0,0,0.00317522,0.01939726
obtain_coverage,0,0.1,40,0.00581815,0.03833532
obtain_coverage,0,0.25,100,0.00954826,0.05430007
obtain_coverage,0,0.5,200,0.00158964,0.00863528
obtain_coverage,1,0.0,400,0.00271003,0.01606965
obtain_coverage,1,0.1,440,0.00332311,0.01787734
obtain_coverage,1,0.25,500,0.00214245,0.01033020
obtain_coverage,1,0.5,600,0.00854285,0.04754686
obtain_coverage,2,0.0,800,0.01529613,0.07879829
obtain_coverage,2,0.1,840,0.00234641,0.01299691
obtain_coverage,2,0.25,900,0.00621634,0.03194475
obtain_coverage,2,0.5,1000,0.00278609,0.01473403
obtain_coverage,3,0.0,1200,0.02085056,0.10883355
obtain_coverage,3,0.1,1240,0.00372851,0.01689482
obtain_coverage,3,0.25,1300,0.00183268,0.00958443
obtain_coverage,3,0.5,1400,0.00026712,0.00138688
obtain_coverage,4,0.0,1600,0.01125834,0.05357718
obtain_coverage,4,0.1,1640,0.00515981,0.02609563
obtain_coverage,4,0.25,1700,0.00071147,0.00359559
obtain_coverage,4,0.5,1800,0.00092053,0.00457096
obtain_coverage,5,0.0,2000,0.00127498,0.00698590
obtain_coverage,5,0.1,2040,0.00473044,0.01978445
obtain_coverage,5,0.25,2100,0.00337880,0.01650333
obtain_coverage,5,0.5,2200,0.00922215,0.04853606
obtain_coverage,6,0.0,2400,0.00777862,0.04037976
obtain_coverage,6,0.1,2440,0.00389852,0.02516770
obtain_coverage,6,0.25,2500,0.00415183,0.01783442
obtain_coverage,6,0.5,2600,0.00322163,0.02163696
obtain_coverage,7,0.0,2800,0.00437619,0.02061200
obtain_coverage,7,0.1,2840,0.00188113,0.01010084
obtain_coverage,7,0.25,2900,0.00303739,0.01480079
obtain_coverage,7,0.5,3000,0.00496073,0.03284669
obtain_coverage,8,0.0,3200,0.00050669,0.00272465
obtain_coverage,8,0.1,3240,0.00172017,0.01133800
obtain_coverage,8,0.25,3300,0.00292334,0.01836157
obtain_coverage,8,0.5,3400,0.00034354,0.00192189
obtain_coverage,9,0.0,3600,0.00756794,0.04068494
obtain_coverage,9,0.1,3640,0.01014479,0.05309558
obtain_coverage,9,0.25,3700,0.00192392,0.00941801
obtain_coverage,9,0.5,3800,0.00559753,0.03066397
obtain_coverage,10,0.0,4000,0.00636186,0.03551459
obtain_coverage,10,0.1,4040,0.00660163,0.03609562
obtain_coverage,10,0.25,4100,0.00462907,0.02833319
obtain_coverage,10,0.5,4200,0.00366850,0.01853347
obtain_coverage,11,0.0,4400,0.00082725,0.00518751
obtain_coverage,11,0.1,4440,0.00689949,0.04670835
obtain_coverage,11,0.25,4500,0.00630437,0.04310179
obtain_coverage,11,0.5,4600,0.00390594,0.02518106
obtain_coverage,12,0.0,4800,0.00413659,0.02508521
obtain_coverage,12,0.1,4840,0.00518694,0.03405166
obtain_coverage,12,0.25,4900,0.00250408,0.01417303
obtain_coverage,12,0.5,5000,0.00369708,0.01912451
obtain_coverage,13,0.0,5200,0.00275772,0.01719856
obtain_coverage,13,0.1,5240,0.00383503,0.02030540
obtain_coverage,13,0.25,5300,0.00257343,0.01405430
obtain_coverage,13,0.5,5400,0.00390741,0.02005601
obtain_coverage,14,0.0,5600,0.02546651,0.16528392
obtain_coverage,14,0.1,5640,0.02798012,0.17192340
obtain_coverage,14,0.25,5700,0.02441883,0.16940451
obtain_coverage,14,0.5,5800,0.01412339,0.08959889
obtain_coverage,15,0.0,6000,0.00797895,0.04102278
obtain_coverage,15,0.1,6040,0.00377189,0.02601099
obtain_coverage,15,0.25,6100,0.00223400,0.01294565
obtain_coverage,15,0.5,6200,0.00298985,0.01630163
obtain_coverage,16,0.0,6400,0.00840810,0.05598974
obtain_coverage,16,0.1,6440,0.00480279,0.02385306
obtain_coverage,16,0.25,6500,0.00552730,0.02945518
obtain_coverage,16,0.5,6600,0.00614785,0.03997588
obtain_coverage,17,0.0,6800,0.01662827,0.07649040
obtain_coverage,17,0.1,6840,0.00146604,0.00854111
obtain_coverage,17,0.25,6900,0.00131378,0.00829601
obtain_coverage,17,0.5,7000,0.00747713,0.03892779
obtain_coverage,18,0.0,7200,0.01747034,0.09192109
obtain_coverage,18,0.1,7240,0.00334021,0.02178216
obtain_coverage,18,0.25,7300,0.00724022,0.04223847
obtain_coverage,18,0.5,7400,0.00883384,0.05038118
obtain_coverage,19,0.0,7600,0.03041223,0.18203354
obtain_coverage,19,0.1,7640,0.00506668,0.02761745
obtain_coverage,19,0.25,7700,0.00417064,0.02406693
obtain_coverage,19,0.5,7800,0.00471081,0.02846766
