group,episode,offset,frame_idx,goal_score_std,score_range
treechop,188,0.0,400041,0.03233453,0.16050005
treechop,188,0.1,400420,0.00803355,0.04369545
treechop,188,0.25,400987,0.01242367,0.06105733
treechop,188,0.5,401934,0.01089642,0.05544162
treechop,190,0.0,405912,0.02946743,0.19327760
treechop,190,0.1,406123,0.02790577,0.12378979
treechop,190,0.25,406440,0.00951193,0.05338359
treechop,190,0.5,406969,0.00530165,0.03315997
treechop,194,0.0,415139,0.03338990,0.17362761
treechop,194,0.1,415344,0.00286555,0.01277328
treechop,194,0.25,415651,0.00600179,0.03665376
treechop,194,0.5,416163,0.00763317,0.05831885
obtain_spawn,ep001_1784633250670,0.0,0,0.00778539,0.04211473
obtain_spawn,ep001_1784633396270,0.0,0,0.00146469,0.01490831
obtain_spawn,ep001_1784633525602,0.0,0,0.00271060,0.01295209
obtain_spawn,ep001_1784647041967,0.0,0,0.00089051,0.00412488
obtain_spawn,ep001_1784647176868,0.0,0,0.00297595,0.02039433
obtain_spawn,ep001_1784647301681,0.0,0,0.00794363,0.04672527
obtain_spawn,ep001_1784647444573,0.0,0,0.00251146,0.01213741
obtain_spawn,ep001_1784647592008,0.0,0,0.03314268,0.17860937
obtain_spawn,ep001_1784647708743,0.0,0,0.01294001,0.06950808
obtain_spawn,ep001_1784647828624,0.0,0,0.00303594,0.02347183
obtain_spawn,ep001_1784647943879,0.0,0,0.00546421,0.03025723
obtain_coverage,0,0.0,0,0.00488644,0.02914000
obtain_coverage,0,0.1,40,0.01806060,0.11128044
obtain_coverage,0,0.25,100,0.00538653,0.02728176
obtain_coverage,0,0.5,200,0.00034101,0.00174308
obtain_coverage,1,0.0,400,0.00191248,0.00996375
obtain_coverage,1,0.1,440,0.00700515,0.03533578
obtain_coverage,1,0.25,500,0.00246725,0.01222634
obtain_coverage,1,0.5,600,0.00224480,0.01327872
obtain_coverage,2,0.0,800,0.03777157,0.18166018
obtain_coverage,2,0.1,840,0.00262553,0.01129436
obtain_coverage,2,0.25,900,0.00587055,0.02986002
obtain_coverage,2,0.5,1000,0.00043469,0.00363994
obtain_coverage,3,0.0,1200,0.03068313,0.14646339
obtain_coverage,3,0.1,1240,0.00156978,0.00838923
obtain_coverage,3,0.25,1300,0.01219398,0.06064439
obtain_coverage,3,0.5,1400,0.00013333,0.00060749
obtain_coverage,4,0.0,1600,0.01146748,0.04996753
obtain_coverage,4,0.1,1640,0.00220405,0.01036644
obtain_coverage,4,0.25,1700,0.00513508,0.03122473
obtain_coverage,4,0.5,1800,0.00611134,0.03559041
obtain_coverage,5,0.0,2000,0.00258425,0.01376462
obtain_coverage,5,0.1,2040,0.00229746,0.01120615
obtain_coverage,5,0.25,2100,0.00201284,0.00939226
obtain_coverage,5,0.5,2200,0.00811509,0.03901839
obtain_coverage,6,0.0,2400,0.01445205,0.06806946
obtain_coverage,6,0.1,2440,0.01745531,0.08708882
obtain_coverage,6,0.25,2500,0.02238049,0.12224531
obtain_coverage,6,0.5,2600,0.00374622,0.02622318
obtain_coverage,7,0.0,2800,0.00559378,0.02821684
obtain_coverage,7,0.1,2840,0.00659936,0.03174782
obtain_coverage,7,0.25,2900,0.00991790,0.04748535
obtain_coverage,7,0.5,3000,0.02012182,0.10881448
obtain_coverage,8,0.0,3200,0.00189526,0.00825453
obtain_coverage,8,0.1,3240,0.00339058,0.01871085
obtain_coverage,8,0.25,3300,0.01833907,0.10905910
obtain_coverage,8,0.5,3400,0.01115279,0.06803846
obtain_coverage,9,0.0,3600,0.02282470,0.10986233
obtain_coverage,9,0.1,3640,0.01261109,0.08301926
obtain_coverage,9,0.25,3700,0.00340179,0.01738143
obtain_coverage,9,0.5,3800,0.01543091,0.08328152
obtain_coverage,10,0.0,4000,0.01245730,0.05852938
obtain_coverage,10,0.1,4040,0.00559875,0.02474570
obtain_coverage,10,0.25,4100,0.00463479,0.02166462
obtain_coverage,10,0.5,4200,0.00267069,0.01030564
obtain_coverage,11,0.0,4400,0.00238303,0.01348662
obtain_coverage,11,0.1,4440,0.00877253,0.05672765
obtain_coverage,11,0.25,4500,0.00595992,0.03549004
obtain_coverage,11,0.5,4600,0.00228818,0.01320958
obtain_coverage,12,0.0,4800,0.00456210,0.02616072
obtain_coverage,12,0.1,4840,0.00536942,0.03151369
obtain_coverage,12,0.25,4900,0.00247653,0.01419783
obtain_coverage,12,0.5,5000,0.00444538,0.02091336
obtain_coverage,13,0.0,5200,0.00155534,0.01019955
obtain_coverage,13,0.1,5240,0.00228804,0.01251411
obtain_coverage,13,0.25,5300,0.00123103,0.00712013
obtain_coverage,13,0.5,5400,0.00338716,0.01985168
obtain_coverage,14,0.0,5600,0.04012080,0.22549629
obtain_coverage,14,0.1,5640,0.04157163,0.22433400
obtain_coverage,14,0.25,5700,0.02785679,0.17545605
obtain_coverage,14,0.5,5800,0.01239067,0.07459855
obtain_coverage,15,0.0,6000,0.01052107,0.05379581
obtain_coverage,15,0.1,6040,0.00312851,0.01587963
obtain_coverage,15,0.25,6100,0.00325228,0.02269292
obtain_coverage,15,0.5,6200,0.00251394,0.01271367
obtain_coverage,16,0.0,6400,0.01074976,0.06822205
obtain_coverage,16,0.1,6440,0.00862586,0.04437661
obtain_coverage,16,0.25,6500,0.00338996,0.01949430
obtain_coverage,16,0.5,6600,0.00867691,0.04928327
obtain_coverage,17,0.0,6800,0.00856751,0.05282950
obtain_coverage,17,0.1,6840,0.00561145,0.03582358
obtain_coverage,17,0.25,6900,0.00243852,0.01612377
obtain_coverage,17,0.5,7000,0.00909461,0.04901361
obtain_coverage,18,0.0,7200,0.02717935,0.13133669
obtain_coverage,18,0.1,7240,0.00396646,0.02167463
obtain_coverage,18,0.25,7300,0.01422861,0.07343531
obtain_coverage,18,0.5,7400,0.01980157,0.11665440
obtain_coverage,19,0.0,7600,0.03658570,0.21116114
obtain_coverage,19,0.1,7640,0.00194453,0.01131320
obtain_coverage,19,0.25,7700,0.00619603,0.03629255
obtain_coverage,19,0.5,7800,0.01288678,0.06571937
